,10-Year Treasury Yield,2-Year Treasury Yield,Federal Funds Effective Rate,1-Month Treasury Yield,3-Month Treasury Yield,5-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate
2017-07-30 00:00:00+00:00,2.3,1.34,1.16,1.0,1.08,1.83,2.65,2.89,3.2,3.92
2017-08-06 00:00:00+00:00,2.27,1.36,1.16,1.0,1.08,1.82,2.61,2.84,3.18,3.93
2017-08-13 00:00:00+00:00,2.19,1.3,1.16,0.99,1.03,1.74,2.55,2.79,3.18,3.9
2017-08-20 00:00:00+00:00,2.19,1.33,1.16,0.97,1.02,1.77,2.54,2.78,3.16,3.89
2017-08-27 00:00:00+00:00,2.17,1.35,1.16,0.99,1.03,1.77,2.51,2.75,3.16,3.86
2017-09-03 00:00:00+00:00,2.16,1.35,1.16,0.96,1.02,1.73,2.51,2.77,3.12,3.82
2017-09-10 00:00:00+00:00,2.06,1.27,1.16,0.96,1.04,1.64,2.41,2.67,3.08,3.78
2017-09-17 00:00:00+00:00,2.2,1.39,1.16,0.98,1.05,1.81,2.52,2.77,3.08,3.78
2017-09-24 00:00:00+00:00,2.26,1.46,1.16,0.97,1.03,1.88,2.57,2.8,3.13,3.83
2017-10-01 00:00:00+00:00,2.33,1.47,1.06,0.96,1.06,1.92,2.63,2.86,3.13,3.83
2017-10-08 00:00:00+00:00,2.37,1.54,1.16,1.03,1.07,1.97,2.68,2.91,3.15,3.85
2017-10-15 00:00:00+00:00,2.28,1.51,1.16,0.97,1.09,1.91,2.58,2.81,3.21,3.91
2017-10-22 00:00:00+00:00,2.39,1.6,1.16,0.99,1.11,2.03,2.67,2.89,3.19,3.88
2017-10-29 00:00:00+00:00,2.42,1.59,1.16,0.98,1.1,2.03,2.71,2.93,3.25,3.94
2017-11-05 00:00:00+00:00,2.34,1.63,1.16,1.02,1.18,1.99,2.59,2.82,3.27,3.94
2017-11-12 00:00:00+00:00,2.4,1.67,1.16,1.06,1.23,2.06,2.67,2.88,3.24,3.9
2017-11-19 00:00:00+00:00,2.35,1.73,1.16,1.08,1.29,2.06,2.59,2.78,3.31,3.95
2017-11-26 00:00:00+00:00,2.34,1.75,1.16,1.14,1.29,2.07,2.58,2.76,3.32,3.92
2017-12-03 00:00:00+00:00,2.37,1.78,1.16,1.14,1.27,2.13,2.58,2.76,3.3,3.9
2017-12-10 00:00:00+00:00,2.38,1.8,1.16,1.14,1.28,2.14,2.59,2.77,3.36,3.94
2017-12-17 00:00:00+00:00,2.35,1.84,1.41,1.24,1.31,2.16,2.52,2.68,3.36,3.93
2017-12-24 00:00:00+00:00,2.48,1.91,1.42,1.15,1.33,2.26,2.68,2.83,3.38,3.94
2017-12-31 00:00:00+00:00,2.4,1.89,1.33,1.28,1.39,2.2,2.58,2.74,3.44,3.99
2018-01-07 00:00:00+00:00,2.47,1.96,1.42,1.27,1.39,2.29,2.64,2.81,3.38,3.95
2018-01-14 00:00:00+00:00,2.55,1.99,1.42,1.31,1.43,2.35,2.71,2.85,3.44,3.99
2018-01-21 00:00:00+00:00,2.64,2.06,1.42,1.28,1.44,2.45,2.78,2.91,3.49,4.04
2018-01-28 00:00:00+00:00,2.66,2.13,1.42,1.24,1.41,2.47,2.79,2.91,3.62,4.15
2018-02-04 00:00:00+00:00,2.84,2.15,1.42,1.4,1.48,2.58,2.97,3.08,3.68,4.22
2018-02-11 00:00:00+00:00,2.83,2.05,1.42,1.31,1.55,2.52,3.02,3.14,3.77,4.32
2018-02-18 00:00:00+00:00,2.87,2.21,1.42,1.35,1.62,2.63,3.02,3.13,3.84,4.38
2018-02-25 00:00:00+00:00,2.88,2.25,1.42,1.38,1.64,2.62,3.04,3.16,3.85,4.4
2018-03-04 00:00:00+00:00,2.86,2.25,1.42,1.5,1.65,2.63,3.02,3.14,3.9,4.43
2018-03-11 00:00:00+00:00,2.9,2.27,1.42,1.57,1.67,2.65,3.04,3.16,3.94,4.46
2018-03-18 00:00:00+00:00,2.85,2.31,1.43,1.71,1.78,2.65,2.96,3.08,3.9,4.44
2018-03-25 00:00:00+00:00,2.82,2.28,1.68,1.69,1.74,2.61,2.94,3.06,3.91,4.45
2018-04-01 00:00:00+00:00,2.74,2.27,1.67,1.63,1.73,2.56,2.85,2.97,3.9,4.44
2018-04-08 00:00:00+00:00,2.77,2.27,1.69,1.68,1.73,2.58,2.89,3.01,3.87,4.4
2018-04-15 00:00:00+00:00,2.82,2.37,1.69,1.64,1.76,2.67,2.91,3.03,3.87,4.42
2018-04-22 00:00:00+00:00,2.96,2.46,1.7,1.65,1.81,2.8,3.04,3.14,3.94,4.47
2018-04-29 00:00:00+00:00,2.96,2.49,1.7,1.62,1.82,2.8,3.03,3.13,4.02,4.58
2018-05-06 00:00:00+00:00,2.95,2.51,1.7,1.67,1.84,2.78,3.02,3.12,4.03,4.55
2018-05-13 00:00:00+00:00,2.97,2.54,1.7,1.68,1.92,2.84,3.03,3.1,4.01,4.55
2018-05-20 00:00:00+00:00,3.06,2.55,1.7,1.68,1.91,2.9,3.14,3.2,4.08,4.61
2018-05-27 00:00:00+00:00,2.93,2.48,1.7,1.7,1.9,2.76,3.01,3.09,4.15,4.66
2018-06-03 00:00:00+00:00,2.89,2.47,1.7,1.74,1.92,2.74,2.96,3.04,4.06,4.56
2018-06-10 00:00:00+00:00,2.93,2.5,1.7,1.78,1.93,2.77,3.0,3.08,4.01,4.54
2018-06-17 00:00:00+00:00,2.93,2.55,1.9,1.82,1.94,2.81,2.98,3.05,4.07,4.62
2018-06-24 00:00:00+00:00,2.9,2.56,1.92,1.83,1.93,2.77,2.97,3.04,4.04,4.57
2018-07-01 00:00:00+00:00,2.85,2.52,1.91,1.77,1.93,2.73,2.91,2.98,4.04,4.55
2018-07-08 00:00:00+00:00,2.82,2.53,1.91,1.86,1.97,2.71,2.87,2.94,3.99,4.52
2018-07-15 00:00:00+00:00,2.83,2.59,1.91,1.87,1.98,2.73,2.87,2.94,4.02,4.53
2018-07-22 00:00:00+00:00,2.89,2.6,1.91,1.86,1.99,2.77,2.96,3.03,4.0,4.52
2018-07-29 00:00:00+00:00,2.96,2.67,1.91,1.9,2.0,2.84,3.03,3.09,4.02,4.54
2018-08-05 00:00:00+00:00,2.95,2.63,1.91,1.9,2.01,2.82,3.03,3.09,4.08,4.6
2018-08-12 00:00:00+00:00,2.87,2.61,1.91,1.92,2.05,2.75,2.96,3.03,4.05,4.59
2018-08-19 00:00:00+00:00,2.87,2.61,1.92,1.95,2.05,2.75,2.95,3.03,4.01,4.53
2018-08-26 00:00:00+00:00,2.82,2.63,1.92,1.95,2.09,2.72,2.89,2.97,3.98,4.51
2018-09-02 00:00:00+00:00,2.86,2.62,1.91,1.95,2.11,2.74,2.95,3.02,3.97,4.52
2018-09-09 00:00:00+00:00,2.94,2.71,1.92,1.98,2.14,2.82,3.03,3.11,3.99,4.54
2018-09-16 00:00:00+00:00,2.99,2.78,1.92,2.02,2.16,2.9,3.07,3.13,4.06,4.6
2018-09-23 00:00:00+00:00,3.07,2.81,1.92,2.05,2.18,2.95,3.14,3.2,4.11,4.65
2018-09-30 00:00:00+00:00,3.05,2.81,2.18,2.12,2.19,2.94,3.13,3.19,4.16,4.72
2018-10-07 00:00:00+00:00,3.23,2.88,2.18,2.15,2.23,3.07,3.34,3.4,4.15,4.71
2018-10-14 00:00:00+00:00,3.15,2.85,2.18,2.14,2.28,3.0,3.25,3.32,4.29,4.9
2018-10-21 00:00:00+00:00,3.2,2.92,2.19,2.19,2.31,3.05,3.31,3.38,4.26,4.85
2018-10-28 00:00:00+00:00,3.08,2.81,2.2,2.16,2.33,2.91,3.23,3.32,4.29,4.86
2018-11-04 00:00:00+00:00,3.22,2.91,2.19,2.19,2.33,3.04,3.37,3.46,4.23,4.83
2018-11-11 00:00:00+00:00,3.19,2.94,2.19,2.21,2.36,3.05,3.32,3.4,4.33,4.94
2018-11-18 00:00:00+00:00,3.08,2.81,2.2,2.21,2.36,2.9,3.23,3.33,4.36,4.94
2018-11-25 00:00:00+00:00,3.05,2.81,2.2,2.25,2.41,2.88,3.21,3.31,4.24,4.81
2018-12-02 00:00:00+00:00,3.01,2.8,2.2,2.31,2.37,2.84,3.19,3.3,4.25,4.81
2018-12-09 00:00:00+00:00,2.85,2.72,2.19,2.32,2.4,2.7,3.01,3.14,4.21,4.75
2018-12-16 00:00:00+00:00,2.89,2.73,2.19,2.36,2.42,2.73,3.03,3.14,4.07,4.63
2018-12-23 00:00:00+00:00,2.79,2.63,2.4,2.41,2.39,2.64,2.92,3.03,4.07,4.62
2018-12-30 00:00:00+00:00,2.72,2.52,2.4,2.39,2.4,2.56,2.89,3.04,4.01,4.55
2019-01-06 00:00:00+00:00,2.67,2.5,2.4,2.4,2.42,2.49,2.83,2.98,3.99,4.51
2019-01-13 00:00:00+00:00,2.71,2.55,2.4,2.41,2.43,2.52,2.9,3.04,3.89,4.45
2019-01-20 00:00:00+00:00,2.79,2.62,2.4,2.4,2.41,2.62,2.95,3.09,3.88,4.45
2019-01-27 00:00:00+00:00,2.76,2.6,2.4,2.36,2.39,2.59,2.92,3.06,3.88,4.45
2019-02-03 00:00:00+00:00,2.7,2.52,2.4,2.41,2.4,2.51,2.88,3.03,3.89,4.46
2019-02-10 00:00:00+00:00,2.63,2.45,2.4,2.43,2.43,2.44,2.82,2.97,3.84,4.41
2019-02-17 00:00:00+00:00,2.66,2.52,2.4,2.43,2.43,2.49,2.84,3.0,3.81,4.37
2019-02-24 00:00:00+00:00,2.65,2.48,2.4,2.43,2.46,2.47,2.86,3.02,3.78,4.35
2019-03-03 00:00:00+00:00,2.76,2.55,2.4,2.44,2.44,2.56,2.97,3.13,3.77,4.35
2019-03-10 00:00:00+00:00,2.62,2.45,2.4,2.45,2.46,2.42,2.83,3.0,3.83,4.41
2019-03-17 00:00:00+00:00,2.59,2.43,2.4,2.46,2.45,2.4,2.83,3.02,3.76,4.31
2019-03-24 00:00:00+00:00,2.44,2.31,2.41,2.49,2.46,2.24,2.69,2.88,3.71,4.28
2019-03-31 00:00:00+00:00,2.41,2.27,2.43,2.43,2.4,2.23,2.63,2.81,3.57,4.06
2019-04-07 00:00:00+00:00,2.5,2.35,2.41,2.42,2.44,2.31,2.72,2.91,3.56,4.08
2019-04-14 00:00:00+00:00,2.56,2.4,2.41,2.41,2.44,2.38,2.78,2.97,3.6,4.12
2019-04-21 00:00:00+00:00,2.57,2.38,2.44,2.44,2.42,2.38,2.78,2.96,3.62,4.17
2019-04-28 00:00:00+00:00,2.51,2.28,2.44,2.42,2.42,2.29,2.74,2.92,3.64,4.2
2019-05-05 00:00:00+00:00,2.54,2.33,2.4,2.42,2.43,2.33,2.75,2.93,3.6,4.14
2019-05-12 00:00:00+00:00,2.47,2.26,2.38,2.42,2.43,2.26,2.7,2.89,3.57,4.1
2019-05-19 00:00:00+00:00,2.39,2.2,2.39,2.39,2.39,2.17,2.63,2.82,3.53,4.07
2019-05-26 00:00:00+00:00,2.32,2.16,2.38,2.37,2.35,2.12,2.57,2.75,3.51,4.06
2019-06-02 00:00:00+00:00,2.14,1.95,2.4,2.35,2.35,1.93,2.39,2.58,3.46,3.99
2019-06-09 00:00:00+00:00,2.09,1.85,2.37,2.3,2.28,1.85,2.36,2.57,3.28,3.82
2019-06-16 00:00:00+00:00,2.09,1.84,2.36,2.23,2.2,1.85,2.38,2.59,3.26,3.82
2019-06-23 00:00:00+00:00,2.07,1.77,2.38,2.16,2.11,1.8,2.37,2.59,3.25,3.84
2019-06-30 00:00:00+00:00,2.0,1.75,2.4,2.18,2.12,1.76,2.31,2.52,3.16,3.73
2019-07-07 00:00:00+00:00,2.04,1.87,2.42,2.26,2.23,1.84,2.34,2.54,3.18,3.75
2019-07-14 00:00:00+00:00,2.12,1.84,2.38,2.16,2.14,1.86,2.42,2.64,3.22,3.75
2019-07-21 00:00:00+00:00,2.05,1.8,2.41,2.11,2.06,1.8,2.35,2.57,3.23,3.81
2019-07-28 00:00:00+00:00,2.08,1.86,2.4,2.13,2.12,1.85,2.38,2.59,3.18,3.75
2019-08-04 00:00:00+00:00,1.86,1.72,2.14,2.11,2.06,1.66,2.16,2.39,3.2,3.75
2019-08-11 00:00:00+00:00,1.74,1.63,2.12,2.05,2.0,1.57,2.03,2.26,3.05,3.6
2019-08-18 00:00:00+00:00,1.55,1.48,2.13,2.05,1.87,1.42,1.82,2.01,3.07,3.6
2019-08-25 00:00:00+00:00,1.52,1.51,2.12,2.07,1.97,1.4,1.82,2.02,3.03,3.55
2019-09-01 00:00:00+00:00,1.5,1.5,2.13,2.1,1.99,1.39,1.78,1.96,3.06,3.58
2019-09-08 00:00:00+00:00,1.55,1.53,2.12,2.05,1.96,1.42,1.83,2.02,3.0,3.49
2019-09-15 00:00:00+00:00,1.9,1.79,2.14,1.99,1.96,1.75,2.17,2.37,3.09,3.56
2019-09-22 00:00:00+00:00,1.74,1.69,1.9,1.95,1.91,1.61,1.99,2.17,3.21,3.73
2019-09-29 00:00:00+00:00,1.69,1.63,1.83,1.9,1.8,1.56,1.95,2.13,3.16,3.64
2019-10-06 00:00:00+00:00,1.52,1.4,1.82,1.73,1.71,1.34,1.81,2.01,3.14,3.65
2019-10-13 00:00:00+00:00,1.76,1.63,1.82,1.76,1.68,1.59,2.04,2.22,3.05,3.57
2019-10-20 00:00:00+00:00,1.76,1.58,1.85,1.75,1.66,1.56,2.06,2.25,3.15,3.69
2019-10-27 00:00:00+00:00,1.8,1.63,1.83,1.73,1.66,1.62,2.1,2.29,3.18,3.75
2019-11-03 00:00:00+00:00,1.73,1.56,1.57,1.58,1.52,1.55,2.03,2.21,3.19,3.78
2019-11-10 00:00:00+00:00,1.94,1.68,1.55,1.56,1.55,1.74,2.27,2.43,3.13,3.69
2019-11-17 00:00:00+00:00,1.84,1.61,1.55,1.59,1.57,1.65,2.16,2.31,3.2,3.75
2019-11-24 00:00:00+00:00,1.77,1.61,1.55,1.58,1.58,1.62,2.08,2.22,3.15,3.66
2019-12-01 00:00:00+00:00,1.78,1.61,1.56,1.62,1.59,1.62,2.07,2.21,3.15,3.68
2019-12-08 00:00:00+00:00,1.84,1.61,1.55,1.52,1.53,1.67,2.14,2.29,3.14,3.68
2019-12-15 00:00:00+00:00,1.82,1.61,1.55,1.55,1.57,1.66,2.11,2.26,3.19,3.73
2019-12-22 00:00:00+00:00,1.92,1.63,1.55,1.57,1.58,1.73,2.21,2.34,3.19,3.73
2019-12-29 00:00:00+00:00,1.88,1.59,1.55,1.56,1.57,1.68,2.18,2.32,3.19,3.74
2020-01-05 00:00:00+00:00,1.8,1.53,1.55,1.52,1.52,1.59,2.11,2.26,3.16,3.72
2020-01-12 00:00:00+00:00,1.83,1.56,1.54,1.52,1.54,1.63,2.14,2.28,3.07,3.64
2020-01-19 00:00:00+00:00,1.84,1.58,1.55,1.54,1.56,1.63,2.16,2.29,3.09,3.65
2020-01-26 00:00:00+00:00,1.7,1.49,1.55,1.54,1.54,1.51,2.0,2.14,3.04,3.6
2020-02-02 00:00:00+00:00,1.51,1.33,1.59,1.56,1.55,1.32,1.83,1.99,3.0,3.51
2020-02-09 00:00:00+00:00,1.59,1.41,1.58,1.57,1.56,1.41,1.89,2.05,2.97,3.45
2020-02-16 00:00:00+00:00,1.59,1.42,1.58,1.6,1.58,1.42,1.89,2.04,2.97,3.47
2020-02-23 00:00:00+00:00,1.46,1.34,1.58,1.6,1.56,1.3,1.75,1.9,2.99,3.49
2020-03-01 00:00:00+00:00,1.13,0.86,1.58,1.45,1.27,0.89,1.46,1.65,2.95,3.45
2020-03-08 00:00:00+00:00,0.74,0.49,1.09,0.79,0.45,0.58,1.09,1.25,2.79,3.29
2020-03-15 00:00:00+00:00,0.94,0.49,1.1,0.33,0.28,0.7,1.31,1.56,2.77,3.36
2020-03-22 00:00:00+00:00,0.92,0.37,0.15,0.04,0.05,0.52,1.35,1.55,3.06,3.65
2020-03-29 00:00:00+00:00,0.72,0.25,0.1,0.01,0.03,0.41,1.09,1.29,2.92,3.5
2020-04-05 00:00:00+00:00,0.62,0.23,0.05,0.09,0.1,0.39,1.05,1.24,2.82,3.33
2020-04-12 00:00:00+00:00,0.73,0.23,0.05,0.2,0.25,0.41,1.15,1.35,2.77,3.33
2020-04-19 00:00:00+00:00,0.65,0.2,0.05,0.12,0.12,0.36,1.08,1.27,2.8,3.31
2020-04-26 00:00:00+00:00,0.6,0.22,0.05,0.1,0.12,0.36,0.98,1.17,2.86,3.33
2020-05-03 00:00:00+00:00,0.64,0.2,0.05,0.1,0.12,0.36,1.04,1.27,2.77,3.23
2020-05-10 00:00:00+00:00,0.69,0.16,0.05,0.1,0.12,0.33,1.12,1.39,2.73,3.26
2020-05-17 00:00:00+00:00,0.64,0.16,0.05,0.09,0.12,0.31,1.05,1.32,2.72,3.28
2020-05-24 00:00:00+00:00,0.66,0.17,0.05,0.09,0.12,0.34,1.12,1.37,2.7,3.24
2020-05-31 00:00:00+00:00,0.65,0.16,0.05,0.13,0.14,0.3,1.18,1.41,2.62,3.15
2020-06-07 00:00:00+00:00,0.91,0.22,0.07,0.13,0.15,0.47,1.46,1.68,2.62,3.18
2020-06-14 00:00:00+00:00,0.71,0.19,0.08,0.14,0.16,0.33,1.24,1.45,2.62,3.21
2020-06-21 00:00:00+00:00,0.7,0.19,0.09,0.13,0.15,0.33,1.23,1.47,2.58,3.13
2020-06-28 00:00:00+00:00,0.64,0.17,0.08,0.12,0.14,0.3,1.15,1.37,2.59,3.13
2020-07-05 00:00:00+00:00,0.68,0.16,0.09,0.13,0.14,0.29,1.2,1.43,2.56,3.07
2020-07-12 00:00:00+00:00,0.65,0.16,0.09,0.1,0.13,0.3,1.12,1.33,2.51,3.03
2020-07-19 00:00:00+00:00,0.64,0.14,0.09,0.11,0.11,0.29,1.11,1.33,2.48,2.98
2020-07-26 00:00:00+00:00,0.59,0.14,0.09,0.1,0.11,0.27,1.03,1.23,2.54,3.01
2020-08-02 00:00:00+00:00,0.55,0.11,0.1,0.09,0.09,0.21,0.98,1.2,2.51,2.99
2020-08-09 00:00:00+00:00,0.57,0.13,0.1,0.08,0.1,0.23,1.01,1.23,2.44,2.88
2020-08-16 00:00:00+00:00,0.71,0.14,0.1,0.09,0.1,0.29,1.21,1.45,2.46,2.96
2020-08-23 00:00:00+00:00,0.64,0.16,0.09,0.07,0.1,0.27,1.13,1.35,2.54,2.99
2020-08-30 00:00:00+00:00,0.74,0.14,0.09,0.09,0.1,0.28,1.29,1.52,2.46,2.91
2020-09-06 00:00:00+00:00,0.72,0.14,0.09,0.09,0.11,0.3,1.25,1.46,2.42,2.93
2020-09-13 00:00:00+00:00,0.67,0.13,0.09,0.1,0.11,0.26,1.21,1.42,2.37,2.86
2020-09-20 00:00:00+00:00,0.7,0.14,0.09,0.09,0.1,0.29,1.24,1.45,2.35,2.87
2020-09-27 00:00:00+00:00,0.66,0.12,0.09,0.08,0.1,0.26,1.19,1.4,2.4,2.9
2020-10-04 00:00:00+00:00,0.7,0.13,0.09,0.1,0.09,0.28,1.25,1.48,2.36,2.88
2020-10-11 00:00:00+00:00,0.79,0.16,0.09,0.1,0.1,0.34,1.34,1.58,2.37,2.87
2020-10-18 00:00:00+00:00,0.76,0.14,0.09,0.09,0.11,0.32,1.3,1.52,2.35,2.81
2020-10-25 00:00:00+00:00,0.85,0.18,0.09,0.08,0.1,0.37,1.41,1.64,2.33,2.8
2020-11-01 00:00:00+00:00,0.88,0.14,0.09,0.08,0.09,0.38,1.43,1.65,2.32,2.81
2020-11-08 00:00:00+00:00,0.83,0.16,0.09,0.1,0.1,0.36,1.37,1.6,2.32,2.78
2020-11-15 00:00:00+00:00,0.89,0.17,0.09,0.1,0.09,0.41,1.43,1.65,2.34,2.84
2020-11-22 00:00:00+00:00,0.83,0.16,0.08,0.09,0.07,0.38,1.33,1.53,2.28,2.72
2020-11-29 00:00:00+00:00,0.84,0.16,0.08,0.09,0.09,0.37,1.36,1.57,2.28,2.72
2020-12-06 00:00:00+00:00,0.97,0.16,0.09,0.07,0.09,0.42,1.53,1.73,2.26,2.71
2020-12-13 00:00:00+00:00,0.9,0.11,0.09,0.08,0.08,0.37,1.42,1.63,2.26,2.71
2020-12-20 00:00:00+00:00,0.95,0.13,0.09,0.08,0.08,0.39,1.49,1.7,2.21,2.67
2020-12-27 00:00:00+00:00,0.94,0.13,0.09,0.09,0.09,0.37,1.46,1.66,2.19,2.66
2021-01-03 00:00:00+00:00,0.93,0.13,0.09,0.08,0.09,0.36,1.45,1.65,2.17,2.67
2021-01-10 00:00:00+00:00,1.13,0.14,0.09,0.08,0.08,0.49,1.67,1.87,2.16,2.65
2021-01-17 00:00:00+00:00,1.11,0.13,0.09,0.08,0.09,0.46,1.66,1.85,2.23,2.79
2021-01-24 00:00:00+00:00,1.1,0.13,0.08,0.07,0.08,0.44,1.66,1.85,2.21,2.77
2021-01-31 00:00:00+00:00,1.11,0.11,0.07,0.07,0.06,0.45,1.68,1.87,2.2,2.73
2021-02-07 00:00:00+00:00,1.19,0.09,0.08,0.02,0.03,0.47,1.79,1.97,2.21,2.73
2021-02-14 00:00:00+00:00,1.2,0.11,0.08,0.03,0.04,0.5,1.83,2.01,2.19,2.73
2021-02-21 00:00:00+00:00,1.34,0.11,0.07,0.03,0.04,0.59,1.98,2.14,2.21,2.81
2021-02-28 00:00:00+00:00,1.44,0.14,0.07,0.04,0.04,0.75,2.08,2.17,2.34,2.97
2021-03-07 00:00:00+00:00,1.56,0.14,0.07,0.04,0.04,0.79,2.18,2.28,2.34,3.02
2021-03-14 00:00:00+00:00,1.64,0.14,0.07,0.03,0.04,0.85,2.31,2.4,2.38,3.05
2021-03-21 00:00:00+00:00,1.74,0.16,0.07,0.01,0.01,0.9,2.36,2.45,2.4,3.09
2021-03-28 00:00:00+00:00,1.67,0.14,0.07,0.02,0.02,0.85,2.27,2.37,2.45,3.17
2021-04-04 00:00:00+00:00,1.72,0.19,0.07,0.02,0.02,0.97,2.27,2.35,2.45,3.18
2021-04-11 00:00:00+00:00,1.67,0.16,0.07,0.02,0.02,0.87,2.23,2.34,2.42,3.13
2021-04-18 00:00:00+00:00,1.59,0.16,0.07,0.02,0.02,0.84,2.15,2.26,2.35,3.04
2021-04-25 00:00:00+00:00,1.58,0.16,0.07,0.01,0.03,0.83,2.14,2.25,2.29,2.97
2021-05-02 00:00:00+00:00,1.65,0.16,0.05,0.01,0.01,0.86,2.19,2.3,2.31,2.98
2021-05-09 00:00:00+00:00,1.6,0.14,0.06,0.01,0.02,0.77,2.17,2.28,2.3,2.96
2021-05-16 00:00:00+00:00,1.63,0.16,0.06,0.01,0.01,0.82,2.25,2.35,2.26,2.94
2021-05-23 00:00:00+00:00,1.63,0.17,0.06,0.0,0.01,0.84,2.24,2.33,2.29,3.0
2021-05-30 00:00:00+00:00,1.58,0.14,0.05,0.01,0.01,0.79,2.18,2.26,2.27,2.95
2021-06-06 00:00:00+00:00,1.56,0.14,0.06,0.01,0.02,0.78,2.16,2.24,2.27,2.99
2021-06-13 00:00:00+00:00,1.47,0.16,0.06,0.01,0.03,0.76,2.08,2.15,2.23,2.96
2021-06-20 00:00:00+00:00,1.45,0.26,0.1,0.05,0.05,0.89,1.97,2.01,2.24,2.93
2021-06-27 00:00:00+00:00,1.54,0.28,0.1,0.05,0.06,0.92,2.09,2.16,2.34,3.02
2021-07-04 00:00:00+00:00,1.44,0.24,0.1,0.05,0.05,0.86,1.98,2.05,2.26,2.98
2021-07-11 00:00:00+00:00,1.37,0.23,0.1,0.06,0.06,0.79,1.91,1.99,2.2,2.9
2021-07-18 00:00:00+00:00,1.31,0.25,0.1,0.05,0.05,0.79,1.86,1.93,2.22,2.88
2021-07-25 00:00:00+00:00,1.3,0.22,0.1,0.05,0.05,0.72,1.85,1.92,2.12,2.78
2021-08-01 00:00:00+00:00,1.24,0.19,0.07,0.05,0.06,0.69,1.81,1.89,2.1,2.8
2021-08-08 00:00:00+00:00,1.31,0.21,0.1,0.04,0.06,0.77,1.85,1.94,2.1,2.77
2021-08-15 00:00:00+00:00,1.29,0.23,0.1,0.04,0.06,0.79,1.85,1.94,2.15,2.87
2021-08-22 00:00:00+00:00,1.26,0.23,0.09,0.04,0.05,0.8,1.79,1.87,2.16,2.86
2021-08-29 00:00:00+00:00,1.31,0.22,0.08,0.04,0.05,0.79,1.84,1.91,2.17,2.87
2021-09-05 00:00:00+00:00,1.33,0.21,0.08,0.04,0.05,0.78,1.87,1.94,2.18,2.87
2021-09-12 00:00:00+00:00,1.35,0.23,0.08,0.06,0.05,0.82,1.86,1.94,2.19,2.88
2021-09-19 00:00:00+00:00,1.37,0.23,0.08,0.06,0.04,0.88,1.85,1.91,2.12,2.86
2021-09-26 00:00:00+00:00,1.47,0.29,0.08,0.06,0.03,0.97,1.94,1.99,2.15,2.88
2021-10-03 00:00:00+00:00,1.48,0.27,0.08,0.08,0.04,0.93,1.99,2.04,2.28,3.01
2021-10-10 00:00:00+00:00,1.61,0.32,0.08,0.02,0.05,1.05,2.11,2.16,2.23,2.99
2021-10-17 00:00:00+00:00,1.59,0.41,0.08,0.04,0.05,1.13,2.02,2.05,2.3,3.05
2021-10-24 00:00:00+00:00,1.66,0.48,0.08,0.05,0.06,1.22,2.06,2.08,2.33,3.09
2021-10-31 00:00:00+00:00,1.55,0.48,0.07,0.06,0.05,1.18,1.98,1.93,2.37,3.14
2021-11-07 00:00:00+00:00,1.45,0.39,0.08,0.05,0.05,1.04,1.88,1.87,2.35,3.09
2021-11-14 00:00:00+00:00,1.58,0.53,0.08,0.05,0.05,1.24,1.99,1.95,2.27,2.98
2021-11-21 00:00:00+00:00,1.54,0.52,0.08,0.11,0.05,1.22,1.95,1.91,2.39,3.1
2021-11-28 00:00:00+00:00,1.48,0.5,0.08,0.11,0.06,1.16,1.89,1.83,2.42,3.1
2021-12-05 00:00:00+00:00,1.35,0.6,0.08,0.04,0.06,1.13,1.77,1.69,2.39,3.11
2021-12-12 00:00:00+00:00,1.48,0.67,0.08,0.03,0.06,1.25,1.91,1.88,2.38,3.1
2021-12-19 00:00:00+00:00,1.41,0.66,0.08,0.03,0.05,1.18,1.87,1.82,2.34,3.12
2021-12-26 00:00:00+00:00,1.5,0.71,0.08,0.04,0.07,1.25,1.94,1.91,2.3,3.05
2022-01-02 00:00:00+00:00,1.52,0.73,0.07,0.06,0.06,1.26,1.94,1.9,2.33,3.11
2022-01-09 00:00:00+00:00,1.76,0.87,0.08,0.05,0.1,1.5,2.15,2.11,2.43,3.22
2022-01-16 00:00:00+00:00,1.78,0.99,0.08,0.05,0.13,1.55,2.18,2.12,2.62,3.45
2022-01-23 00:00:00+00:00,1.75,1.01,0.08,0.05,0.17,1.54,2.13,2.07,2.79,3.56
2022-01-30 00:00:00+00:00,1.78,1.15,0.08,0.04,0.19,1.61,2.14,2.07,2.8,3.55
2022-02-06 00:00:00+00:00,1.93,1.31,0.08,0.05,0.23,1.78,2.29,2.23,2.77,3.55
2022-02-13 00:00:00+00:00,1.92,1.5,0.08,0.03,0.36,1.84,2.3,2.24,2.93,3.69
2022-02-20 00:00:00+00:00,1.92,1.47,0.08,0.03,0.35,1.82,2.3,2.24,3.15,3.92
2022-02-27 00:00:00+00:00,1.97,1.55,0.08,0.03,0.33,1.86,2.37,2.29,3.14,3.89
2022-03-06 00:00:00+00:00,1.74,1.5,0.08,0.15,0.34,1.65,2.23,2.16,3.01,3.76
2022-03-13 00:00:00+00:00,2.0,1.75,0.08,0.17,0.4,1.96,2.45,2.36,3.09,3.85
2022-03-20 00:00:00+00:00,2.14,1.97,0.33,0.19,0.42,2.14,2.53,2.42,3.39,4.16
