,10-Year Treasury Yield,2-Year Treasury Yield,Federal Funds Effective Rate,1-Month Treasury Yield,3-Month Treasury Yield,5-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate,3m5y,3m10y,2y10y,2y20y,5y10y,10y30y,10yTrea30yFRM,Corporate_Bonds,Gold,SP500
2019-02-10,2.63,2.45,2.4,2.43,2.43,2.44,2.82,2.97,3.84,4.41,0.009999999999999787,0.19999999999999973,0.17999999999999972,0.36999999999999966,0.18999999999999995,0.3400000000000003,1.7600000000000002,71.8138198852539,21.327287673950195,252.08236694335938
2019-02-17,2.66,2.52,2.4,2.43,2.43,2.49,2.84,3.0,3.81,4.37,0.06000000000000005,0.22999999999999998,0.14000000000000012,0.31999999999999984,0.16999999999999993,0.33999999999999986,1.71,71.82279968261719,21.4132080078125,258.51324462890625
2019-02-24,2.65,2.48,2.4,2.43,2.46,2.47,2.86,3.02,3.78,4.35,0.010000000000000231,0.18999999999999995,0.16999999999999993,0.3799999999999999,0.17999999999999972,0.3700000000000001,1.6599999999999997,71.87672424316406,22.014646530151367,260.1629333496094
2019-03-03,2.76,2.55,2.4,2.44,2.44,2.56,2.97,3.13,3.77,4.35,0.1200000000000001,0.31999999999999984,0.20999999999999996,0.4200000000000004,0.19999999999999973,0.3700000000000001,1.6199999999999997,71.50242614746094,20.716299057006836,261.3558654785156
2019-03-10,2.62,2.45,2.4,2.45,2.46,2.42,2.83,3.0,3.83,4.41,-0.040000000000000036,0.16000000000000014,0.16999999999999993,0.3799999999999999,0.20000000000000018,0.3799999999999999,1.77,72.0698013305664,21.355926513671875,255.8011016845703
2019-03-17,2.59,2.43,2.4,2.46,2.45,2.4,2.83,3.02,3.76,4.31,-0.050000000000000266,0.13999999999999968,0.1599999999999997,0.3999999999999999,0.18999999999999995,0.43000000000000016,1.6799999999999997,72.240966796875,21.289098739624023,263.34027099609375
2019-03-24,2.44,2.31,2.41,2.49,2.46,2.24,2.69,2.88,3.71,4.28,-0.21999999999999975,-0.020000000000000018,0.1299999999999999,0.3799999999999999,0.19999999999999973,0.43999999999999995,1.7400000000000002,72.88941192626953,21.74734115600586,261.4118347167969
2019-03-31,2.41,2.27,2.43,2.43,2.4,2.23,2.63,2.81,3.57,4.06,-0.16999999999999993,0.010000000000000231,0.14000000000000012,0.3599999999999999,0.18000000000000016,0.3999999999999999,1.6699999999999995,73.11455535888672,21.40365982055664,264.4355773925781
2019-04-07,2.5,2.35,2.41,2.42,2.44,2.31,2.72,2.91,3.56,4.08,-0.1299999999999999,0.06000000000000005,0.1499999999999999,0.3700000000000001,0.18999999999999995,0.41000000000000014,1.5700000000000003,72.88885498046875,21.4132080078125,270.13653564453125
2019-04-14,2.56,2.4,2.41,2.41,2.44,2.38,2.78,2.97,3.6,4.12,-0.06000000000000005,0.1200000000000001,0.16000000000000014,0.3799999999999999,0.18000000000000016,0.41000000000000014,1.6100000000000003,72.76243591308594,21.20317840576172,271.6248779296875
2019-04-21,2.57,2.38,2.44,2.44,2.42,2.38,2.78,2.96,3.62,4.17,-0.040000000000000036,0.1499999999999999,0.18999999999999995,0.3999999999999999,0.18999999999999995,0.3900000000000001,1.6,72.75340270996094,20.37261962890625,271.4937744140625
2019-04-28,2.51,2.28,2.44,2.42,2.42,2.29,2.74,2.92,3.64,4.2,-0.1299999999999999,0.08999999999999986,0.22999999999999998,0.4600000000000004,0.21999999999999975,0.41000000000000014,1.6600000000000001,73.14165496826172,20.334428787231445,274.667236328125
2019-05-05,2.54,2.33,2.4,2.42,2.43,2.33,2.75,2.93,3.6,4.14,-0.10000000000000009,0.10999999999999988,0.20999999999999996,0.41999999999999993,0.20999999999999996,0.3900000000000001,1.5899999999999999,73.07384490966797,19.37021827697754,275.2476501464844
2019-05-12,2.47,2.26,2.38,2.42,2.43,2.26,2.7,2.89,3.57,4.1,-0.17000000000000037,0.040000000000000036,0.2100000000000004,0.4400000000000004,0.2100000000000004,0.41999999999999993,1.6499999999999995,73.28205108642578,19.36067008972168,269.6965026855469
2019-05-19,2.39,2.2,2.39,2.39,2.39,2.17,2.63,2.82,3.53,4.07,-0.2200000000000002,0.0,0.18999999999999995,0.4299999999999997,0.2200000000000002,0.4299999999999997,1.6700000000000004,73.49923706054688,19.809364318847656,267.5808410644531
2019-05-26,2.32,2.16,2.38,2.37,2.35,2.12,2.57,2.75,3.51,4.06,-0.22999999999999998,-0.03000000000000025,0.1599999999999997,0.4099999999999997,0.19999999999999973,0.43000000000000016,1.7499999999999996,73.77078247070312,19.637523651123047,264.7163391113281
2019-06-02,2.14,1.95,2.4,2.35,2.35,1.93,2.39,2.58,3.46,3.99,-0.42000000000000015,-0.20999999999999996,0.19000000000000017,0.44000000000000017,0.2100000000000002,0.43999999999999995,1.77,74.43146514892578,20.611286163330078,257.68603515625
2019-06-09,2.09,1.85,2.37,2.3,2.28,1.85,2.36,2.57,3.28,3.82,-0.4299999999999997,-0.18999999999999995,0.23999999999999977,0.5099999999999998,0.23999999999999977,0.48,1.6999999999999997,74.697265625,21.852354049682617,269.27520751953125
2019-06-16,2.09,1.84,2.36,2.23,2.2,1.85,2.38,2.59,3.26,3.82,-0.3500000000000001,-0.11000000000000032,0.24999999999999978,0.5399999999999998,0.23999999999999977,0.5,1.7199999999999998,74.75170135498047,22.27240753173828,270.7823791503906
2019-06-23,2.07,1.77,2.38,2.16,2.11,1.8,2.37,2.59,3.25,3.84,-0.30999999999999983,-0.040000000000000036,0.2999999999999998,0.6000000000000001,0.2699999999999998,0.52,1.83,75.08735656738281,24.067184448242188,276.5581970214844
2019-06-30,2.0,1.75,2.4,2.18,2.12,1.76,2.31,2.52,3.16,3.73,-0.3600000000000001,-0.1200000000000001,0.25,0.56,0.24,0.52,1.7200000000000002,75.3594970703125,24.401317596435547,275.6174621582031
2019-07-07,2.04,1.87,2.42,2.26,2.23,1.84,2.34,2.54,3.18,3.75,-0.3899999999999999,-0.18999999999999995,0.16999999999999993,0.46999999999999975,0.19999999999999996,0.5,1.79,75.28132629394531,24.239025115966797,280.75360107421875
2019-07-14,2.12,1.84,2.38,2.16,2.14,1.86,2.42,2.64,3.22,3.75,-0.28,-0.020000000000000018,0.28,0.5799999999999998,0.26,0.52,1.62,75.053955078125,25.0218505859375,282.81365966796875
2019-07-21,2.05,1.8,2.41,2.11,2.06,1.8,2.35,2.57,3.23,3.81,-0.26,-0.010000000000000231,0.24999999999999978,0.55,0.24999999999999978,0.52,1.77,75.3449935913086,26.711612701416016,279.54010009765625
2019-07-28,2.08,1.86,2.4,2.13,2.12,1.85,2.38,2.59,3.18,3.75,-0.27,-0.040000000000000036,0.21999999999999997,0.5199999999999998,0.22999999999999998,0.5099999999999998,1.67,75.35408782958984,26.043346405029297,284.093017578125
2019-08-04,1.86,1.72,2.14,2.11,2.06,1.66,2.16,2.39,3.2,3.75,-0.40000000000000013,-0.19999999999999996,0.14000000000000012,0.44000000000000017,0.20000000000000018,0.53,1.85,76.08564758300781,26.51113510131836,275.2601013183594
2019-08-11,1.74,1.63,2.12,2.05,2.0,1.57,2.03,2.26,3.05,3.6,-0.42999999999999994,-0.26,0.1100000000000001,0.3999999999999999,0.16999999999999993,0.5199999999999998,1.8800000000000001,76.5322494506836,28.029056549072266,274.3193664550781
2019-08-18,1.55,1.48,2.13,2.05,1.87,1.42,1.82,2.01,3.07,3.6,-0.4500000000000002,-0.32000000000000006,0.07000000000000006,0.3400000000000001,0.13000000000000012,0.45999999999999974,2.08,77.3160629272461,26.998016357421875,271.71368408203125
2019-08-25,1.52,1.51,2.12,2.07,1.97,1.4,1.82,2.02,3.03,3.55,-0.5700000000000001,-0.44999999999999996,0.010000000000000009,0.31000000000000005,0.1200000000000001,0.5,1.9299999999999997,77.37077331542969,28.296363830566406,267.9510498046875
2019-09-01,1.5,1.5,2.13,2.1,1.99,1.39,1.78,1.96,3.06,3.58,-0.6000000000000001,-0.49,0.0,0.28,0.1100000000000001,0.45999999999999996,2.08,77.5621566772461,28.506389617919922,275.1001892089844
2019-09-08,1.55,1.53,2.12,2.05,1.96,1.42,1.83,2.02,3.0,3.49,-0.54,-0.4099999999999999,0.020000000000000018,0.30000000000000004,0.13000000000000012,0.47,1.9200000000000002,77.46900939941406,27.188949584960938,280.3678894042969
2019-09-15,1.9,1.79,2.14,1.99,1.96,1.75,2.17,2.37,3.09,3.56,-0.20999999999999996,-0.06000000000000005,0.10999999999999988,0.3799999999999999,0.1499999999999999,0.4700000000000002,1.77,76.0896987915039,25.432357788085938,283.2275390625
2019-09-22,1.74,1.69,1.9,1.95,1.91,1.61,1.99,2.17,3.21,3.73,-0.2999999999999998,-0.16999999999999993,0.050000000000000044,0.30000000000000004,0.1299999999999999,0.42999999999999994,1.94,76.90267944335938,27.389427185058594,281.8799743652344
2019-09-29,1.69,1.63,1.83,1.9,1.8,1.56,1.95,2.13,3.16,3.64,-0.24,-0.1100000000000001,0.06000000000000005,0.32000000000000006,0.1299999999999999,0.43999999999999995,1.9400000000000002,77.06707763671875,26.205642700195312,279.1583557128906
2019-10-06,1.52,1.4,1.82,1.73,1.71,1.34,1.81,2.01,3.14,3.65,-0.3699999999999999,-0.18999999999999995,0.1200000000000001,0.41000000000000014,0.17999999999999994,0.48999999999999977,2.11,77.75537109375,26.60660171508789,278.16607666015625
2019-10-13,1.76,1.63,1.82,1.76,1.68,1.59,2.04,2.22,3.05,3.57,-0.08999999999999986,0.08000000000000007,0.13000000000000012,0.41000000000000014,0.16999999999999993,0.4600000000000002,1.9,76.97724914550781,25.747398376464844,279.9899597167969
2019-10-20,1.76,1.58,1.85,1.75,1.66,1.56,2.06,2.25,3.15,3.69,-0.09999999999999987,0.10000000000000009,0.17999999999999994,0.48,0.19999999999999996,0.49,1.93,77.02301025390625,25.890602111816406,281.5870056152344
2019-10-27,1.8,1.63,1.83,1.73,1.66,1.62,2.1,2.29,3.18,3.75,-0.039999999999999813,0.14000000000000012,0.17000000000000015,0.4700000000000002,0.17999999999999994,0.49,1.98,76.89485931396484,26.482494354248047,285.0174255371094
2019-11-03,1.73,1.56,1.57,1.58,1.52,1.55,2.03,2.21,3.19,3.78,0.030000000000000027,0.20999999999999996,0.16999999999999993,0.46999999999999975,0.17999999999999994,0.48,2.09,77.29292297363281,26.74025535583496,289.30780029296875
2019-11-10,1.94,1.68,1.55,1.56,1.55,1.74,2.27,2.43,3.13,3.69,0.18999999999999995,0.3899999999999999,0.26,0.5900000000000001,0.19999999999999996,0.4900000000000002,1.77,76.50392150878906,25.04094696044922,291.9538879394531
2019-11-17,1.84,1.61,1.55,1.59,1.57,1.65,2.16,2.31,3.2,3.75,0.07999999999999985,0.27,0.22999999999999998,0.55,0.19000000000000017,0.47,1.93,76.92595672607422,25.5278263092041,294.6472473144531
2019-11-24,1.77,1.61,1.55,1.58,1.58,1.62,2.08,2.22,3.15,3.66,0.040000000000000036,0.18999999999999995,0.15999999999999992,0.47,0.1499999999999999,0.4500000000000002,1.8900000000000001,77.24703216552734,25.546920776367188,293.86279296875
2019-12-01,1.78,1.61,1.56,1.62,1.59,1.62,2.07,2.21,3.15,3.68,0.030000000000000027,0.18999999999999995,0.16999999999999993,0.45999999999999974,0.15999999999999992,0.42999999999999994,1.9100000000000001,77.32960510253906,25.8524112701416,297.02862548828125
2019-12-08,1.84,1.61,1.55,1.52,1.53,1.67,2.14,2.29,3.14,3.68,0.1399999999999999,0.31000000000000005,0.22999999999999998,0.53,0.17000000000000015,0.44999999999999996,1.8800000000000001,77.20091247558594,25.747398376464844,297.5578308105469
2019-12-15,1.82,1.61,1.55,1.55,1.57,1.66,2.11,2.26,3.19,3.73,0.08999999999999986,0.25,0.20999999999999996,0.4999999999999998,0.16000000000000014,0.4399999999999997,1.83,77.40316772460938,26.46339988708496,299.8731994628906
2019-12-22,1.92,1.63,1.55,1.57,1.58,1.73,2.21,2.34,3.19,3.73,0.1499999999999999,0.33999999999999986,0.29000000000000004,0.5800000000000001,0.18999999999999995,0.41999999999999993,1.81,77.17330932617188,25.900148391723633,304.5858154296875
2019-12-29,1.88,1.59,1.55,1.56,1.57,1.68,2.18,2.32,3.19,3.74,0.10999999999999988,0.30999999999999983,0.2899999999999998,0.5900000000000001,0.19999999999999996,0.43999999999999995,1.8400000000000003,77.38248443603516,27.756685256958008,306.60858154296875
2020-01-05,1.8,1.53,1.55,1.52,1.52,1.59,2.11,2.26,3.16,3.72,0.07000000000000006,0.28,0.27,0.5799999999999998,0.20999999999999996,0.45999999999999974,1.8400000000000003,77.64971160888672,28.04511260986328,306.1812744140625
2020-01-12,1.83,1.56,1.54,1.52,1.54,1.63,2.14,2.28,3.07,3.64,0.08999999999999986,0.29000000000000004,0.27,0.5800000000000001,0.20000000000000018,0.44999999999999973,1.79,77.59441375732422,27.35287857055664,309.315185546875
2020-01-19,1.84,1.58,1.55,1.54,1.56,1.63,2.16,2.29,3.09,3.65,0.06999999999999984,0.28,0.26,0.5800000000000001,0.2100000000000002,0.44999999999999996,1.8399999999999999,77.7234115600586,27.32403564453125,315.24102783203125
2020-01-26,1.7,1.49,1.55,1.54,1.54,1.51,2.0,2.14,3.04,3.6,-0.030000000000000027,0.15999999999999992,0.20999999999999996,0.51,0.18999999999999995,0.44000000000000017,1.86,78.23942565917969,28.093185424804688,312.22113037109375
2020-02-02,1.51,1.33,1.59,1.56,1.55,1.32,1.83,1.99,3.0,3.51,-0.22999999999999998,-0.040000000000000036,0.17999999999999994,0.5,0.18999999999999995,0.48,1.9399999999999997,78.80149841308594,27.872053146362305,305.5355529785156
2020-02-09,1.59,1.41,1.58,1.57,1.56,1.41,1.89,2.05,2.97,3.45,-0.15000000000000013,0.030000000000000027,0.18000000000000016,0.48,0.18000000000000016,0.45999999999999974,1.8000000000000003,78.67497253417969,26.85293197631836,315.478515625
2020-02-16,1.59,1.42,1.58,1.6,1.58,1.42,1.89,2.04,2.97,3.47,-0.16000000000000014,0.010000000000000009,0.17000000000000015,0.47,0.17000000000000015,0.44999999999999996,1.86,78.73040008544922,27.218276977539062,320.606689453125
2020-02-23,1.46,1.34,1.58,1.6,1.56,1.3,1.75,1.9,2.99,3.49,-0.26,-0.10000000000000009,0.11999999999999988,0.4099999999999999,0.15999999999999992,0.43999999999999995,1.9700000000000002,79.22904205322266,29.46803855895996,316.6940612792969
2020-03-01,1.13,0.86,1.58,1.45,1.27,0.89,1.46,1.65,2.95,3.45,-0.38,-0.14000000000000012,0.2699999999999999,0.6,0.23999999999999988,0.52,2.1500000000000004,80.11550903320312,25.208873748779297,281.34759521484375
2020-03-08,0.74,0.49,1.09,0.79,0.45,0.58,1.09,1.25,2.79,3.29,0.12999999999999995,0.29,0.25,0.6000000000000001,0.16000000000000003,0.51,2.37,81.38591766357422,28.275859832763672,282.4870910644531
2020-03-15,0.94,0.49,1.1,0.33,0.28,0.7,1.31,1.56,2.77,3.36,0.41999999999999993,0.6599999999999999,0.44999999999999996,0.8200000000000001,0.24,0.6200000000000001,2.48,77.46279907226562,18.26729965209961,255.76356506347656
2020-03-22,0.92,0.37,0.15,0.04,0.05,0.52,1.35,1.55,3.06,3.65,0.47000000000000003,0.87,0.55,0.9800000000000001,0.4,0.63,2.53,76.02863311767578,19.757526397705078,218.56088256835938
2020-03-29,0.72,0.25,0.1,0.01,0.03,0.41,1.09,1.29,2.92,3.5,0.38,0.69,0.47,0.8400000000000001,0.31,0.5700000000000001,2.67,79.62791442871094,23.43021583557129,242.0791015625
2020-04-05,0.62,0.23,0.05,0.09,0.1,0.39,1.05,1.24,2.82,3.33,0.29000000000000004,0.52,0.39,0.8200000000000001,0.22999999999999998,0.62,2.7,79.71282958984375,23.987850189208984,237.08316040039062
2020-04-12,0.73,0.23,0.05,0.2,0.25,0.41,1.15,1.35,2.77,3.33,0.15999999999999998,0.48,0.5,0.9199999999999999,0.32,0.6200000000000001,2.6,81.12238311767578,27.83359718322754,265.7501525878906
2020-04-19,0.65,0.2,0.05,0.12,0.12,0.36,1.08,1.27,2.8,3.31,0.24,0.53,0.45,0.8800000000000001,0.29000000000000004,0.62,2.7,81.19654083251953,28.785419464111328,273.8125305175781
2020-04-26,0.6,0.22,0.05,0.1,0.12,0.36,0.98,1.17,2.86,3.33,0.24,0.48,0.38,0.76,0.24,0.57,2.72,81.20581817626953,32.621551513671875,270.3067626953125
2020-05-03,0.64,0.2,0.05,0.1,0.12,0.36,1.04,1.27,2.77,3.23,0.24,0.52,0.44,0.8400000000000001,0.28,0.63,2.59,81.11673736572266,32.00623321533203,270.1347351074219
2020-05-10,0.69,0.16,0.05,0.1,0.12,0.33,1.12,1.39,2.73,3.26,0.21000000000000002,0.57,0.5299999999999999,0.9600000000000001,0.35999999999999993,0.7,2.63,80.79153442382812,33.515689849853516,279.3528747558594
2020-05-17,0.64,0.16,0.05,0.09,0.12,0.31,1.05,1.32,2.72,3.28,0.19,0.52,0.48,0.89,0.33,0.68,2.65,81.16319274902344,35.15974807739258,273.4685974121094
2020-05-24,0.66,0.17,0.05,0.09,0.12,0.34,1.12,1.37,2.7,3.24,0.22000000000000003,0.54,0.49,0.9500000000000001,0.32,0.7100000000000001,2.56,81.44194030761719,34.179080963134766,282.2186279296875
2020-05-31,0.65,0.16,0.05,0.13,0.14,0.3,1.18,1.41,2.62,3.15,0.15999999999999998,0.51,0.49,1.02,0.35000000000000003,0.7599999999999999,2.45,81.69282531738281,32.99651336669922,290.7012023925781
2020-06-07,0.91,0.22,0.07,0.13,0.15,0.47,1.46,1.68,2.62,3.18,0.31999999999999995,0.76,0.6900000000000001,1.24,0.44000000000000006,0.7699999999999999,2.3600000000000003,81.30088806152344,31.20823860168457,305.0491027832031
2020-06-14,0.71,0.19,0.08,0.14,0.16,0.33,1.24,1.45,2.62,3.21,0.17,0.5499999999999999,0.52,1.05,0.37999999999999995,0.74,2.55,81.71981811523438,31.381298065185547,290.5962219238281
2020-06-21,0.7,0.19,0.09,0.13,0.15,0.33,1.23,1.47,2.58,3.13,0.18000000000000002,0.5499999999999999,0.51,1.04,0.36999999999999994,0.77,2.42,81.92462158203125,32.25620651245117,296.1253967285156
2020-06-28,0.64,0.17,0.08,0.12,0.14,0.3,1.15,1.37,2.59,3.13,0.15999999999999998,0.5,0.47,0.9799999999999999,0.34,0.7300000000000001,2.4499999999999997,82.10150909423828,33.83296203613281,287.8836669921875
2020-07-05,0.68,0.16,0.09,0.13,0.14,0.29,1.2,1.43,2.56,3.07,0.14999999999999997,0.54,0.52,1.04,0.39000000000000007,0.7499999999999999,2.3899999999999997,82.3922348022461,34.775169372558594,299.5697937011719
2020-07-12,0.65,0.16,0.09,0.1,0.13,0.3,1.12,1.33,2.51,3.03,0.16999999999999998,0.52,0.49,0.9600000000000001,0.35000000000000003,0.68,2.4099999999999997,82.57878875732422,36.9191780090332,304.7124328613281
2020-07-19,0.64,0.14,0.09,0.11,0.11,0.29,1.11,1.33,2.48,2.98,0.18,0.53,0.5,0.9700000000000001,0.35000000000000003,0.6900000000000001,2.36,82.86791229248047,37.79408264160156,308.6750183105469
2020-07-26,0.59,0.14,0.09,0.1,0.11,0.27,1.03,1.23,2.54,3.01,0.16000000000000003,0.48,0.44999999999999996,0.89,0.31999999999999995,0.64,2.42,83.16636657714844,40.21690368652344,307.86907958984375
2020-08-02,0.55,0.11,0.1,0.09,0.09,0.21,0.98,1.2,2.51,2.99,0.12,0.4600000000000001,0.44000000000000006,0.87,0.3400000000000001,0.6499999999999999,2.4400000000000004,83.43685150146484,41.28409957885742,313.28033447265625
2020-08-09,0.57,0.13,0.1,0.08,0.1,0.23,1.01,1.23,2.44,2.88,0.13,0.47,0.43999999999999995,0.88,0.33999999999999997,0.66,2.33,83.5106430053711,41.09181594848633,321.00396728515625
2020-08-16,0.71,0.14,0.1,0.09,0.1,0.29,1.21,1.45,2.46,2.96,0.18999999999999997,0.61,0.57,1.0699999999999998,0.42,0.74,2.25,82.54830169677734,38.793975830078125,323.18194580078125
2020-08-23,0.64,0.16,0.09,0.07,0.1,0.27,1.13,1.35,2.54,2.99,0.17,0.54,0.48,0.9699999999999999,0.37,0.7100000000000001,2.3400000000000003,82.94071197509766,39.31315231323242,325.7148742675781
2020-08-30,0.74,0.14,0.09,0.09,0.1,0.28,1.29,1.52,2.46,2.91,0.18000000000000002,0.64,0.6,1.15,0.45999999999999996,0.78,2.17,82.40811920166016,40.34189224243164,336.3647155761719
2020-09-06,0.72,0.14,0.09,0.09,0.11,0.3,1.25,1.46,2.42,2.93,0.19,0.61,0.58,1.1099999999999999,0.42,0.74,2.3000000000000003,82.57899475097656,39.284305572509766,328.6795349121094
2020-09-13,0.67,0.13,0.09,0.1,0.11,0.26,1.21,1.42,2.37,2.86,0.15000000000000002,0.56,0.54,1.08,0.41000000000000003,0.7499999999999999,2.1799999999999997,82.74746704101562,39.5727424621582,320.51458740234375
2020-09-20,0.7,0.14,0.09,0.09,0.1,0.29,1.24,1.45,2.35,2.87,0.18999999999999997,0.6,0.5599999999999999,1.1,0.41,0.75,2.18,82.68195343017578,39.7650260925293,318.5127868652344
2020-09-27,0.66,0.12,0.09,0.08,0.1,0.26,1.19,1.4,2.4,2.9,0.16,0.56,0.54,1.0699999999999998,0.4,0.7399999999999999,2.23,82.56964874267578,36.93840026855469,316.6632995605469
2020-10-04,0.7,0.13,0.09,0.1,0.09,0.28,1.25,1.48,2.36,2.88,0.19000000000000003,0.61,0.57,1.12,0.41999999999999993,0.78,2.1999999999999997,82.59776306152344,37.46719741821289,321.585693359375
2020-10-11,0.79,0.16,0.09,0.1,0.1,0.34,1.34,1.58,2.37,2.87,0.24000000000000002,0.6900000000000001,0.63,1.1800000000000002,0.45,0.79,2.09,82.44776916503906,39.2073974609375,334.1181640625
2020-10-18,0.76,0.14,0.09,0.09,0.11,0.32,1.3,1.52,2.35,2.81,0.21000000000000002,0.65,0.62,1.1600000000000001,0.44,0.76,2.0700000000000003,82.56964111328125,38.29403305053711,334.54205322265625
2020-10-25,0.85,0.18,0.09,0.08,0.1,0.37,1.41,1.64,2.33,2.8,0.27,0.75,0.6699999999999999,1.23,0.48,0.7899999999999999,1.9299999999999997,82.2227554321289,37.32297897338867,333.0874328613281
2020-11-01,0.88,0.14,0.09,0.08,0.09,0.38,1.43,1.65,2.32,2.81,0.29000000000000004,0.79,0.74,1.29,0.5,0.7699999999999999,1.96,82.11024475097656,36.04426956176758,314.5537109375
2020-11-08,0.83,0.16,0.09,0.1,0.1,0.36,1.37,1.6,2.32,2.78,0.26,0.73,0.6699999999999999,1.2100000000000002,0.47,0.7700000000000001,1.9899999999999998,82.665283203125,39.82271194458008,337.306640625
2020-11-15,0.89,0.17,0.09,0.1,0.09,0.41,1.43,1.65,2.34,2.84,0.31999999999999995,0.8,0.72,1.26,0.48000000000000004,0.7599999999999999,1.96,82.47746276855469,36.544212341308594,344.9551696777344
2020-11-22,0.83,0.16,0.08,0.09,0.07,0.38,1.33,1.53,2.28,2.72,0.31,0.76,0.6699999999999999,1.1700000000000002,0.44999999999999996,0.7000000000000001,1.8600000000000003,83.00337982177734,34.51558303833008,342.2868957519531
2020-11-29,0.84,0.16,0.08,0.09,0.09,0.37,1.36,1.57,2.28,2.72,0.28,0.75,0.6799999999999999,1.2000000000000002,0.47,0.7300000000000001,1.8400000000000003,82.99401092529297,32.90998458862305,350.32073974609375
2020-12-06,0.97,0.16,0.09,0.07,0.09,0.42,1.53,1.73,2.26,2.71,0.32999999999999996,0.88,0.8099999999999999,1.37,0.55,0.76,1.79,82.65798950195312,33.94833755493164,356.27392578125
2020-12-13,0.9,0.11,0.09,0.08,0.08,0.37,1.42,1.63,2.26,2.71,0.29,0.8200000000000001,0.79,1.3099999999999998,0.53,0.7299999999999999,1.79,82.9590072631836,33.727203369140625,352.85418701171875
2020-12-20,0.95,0.13,0.09,0.08,0.08,0.39,1.49,1.7,2.21,2.67,0.31,0.87,0.82,1.3599999999999999,0.5599999999999999,0.75,1.73,82.87434387207031,35.16936492919922,357.1443786621094
2020-12-27,0.94,0.13,0.09,0.09,0.09,0.37,1.46,1.66,2.19,2.66,0.28,0.85,0.8099999999999999,1.33,0.57,0.72,1.7200000000000002,83.06358337402344,34.821434020996094,356.9703063964844
2021-01-03,0.93,0.13,0.09,0.08,0.09,0.36,1.45,1.65,2.17,2.67,0.27,0.8400000000000001,0.8,1.3199999999999998,0.5700000000000001,0.7199999999999999,1.7399999999999998,83.23346710205078,34.811771392822266,361.6911315917969
2021-01-10,1.13,0.14,0.09,0.08,0.08,0.49,1.67,1.87,2.16,2.65,0.41,1.0499999999999998,0.9899999999999999,1.5299999999999998,0.6399999999999999,0.7400000000000002,1.5699999999999998,82.36518859863281,35.29499816894531,368.83056640625
2021-01-17,1.11,0.13,0.09,0.08,0.09,0.46,1.66,1.85,2.23,2.79,0.37,1.02,0.9800000000000001,1.5299999999999998,0.6500000000000001,0.74,1.6400000000000001,82.440673828125,33.3524169921875,363.4518737792969
2021-01-24,1.1,0.13,0.08,0.07,0.08,0.44,1.66,1.85,2.21,2.77,0.36,1.02,0.9700000000000001,1.5299999999999998,0.6600000000000001,0.75,1.65,82.4690170288086,34.04827117919922,370.39776611328125
2021-01-31,1.11,0.11,0.07,0.07,0.06,0.45,1.68,1.87,2.2,2.73,0.39,1.05,1.0,1.5699999999999998,0.6600000000000001,0.76,1.66,82.51618194580078,33.3524169921875,358.00537109375
2021-02-07,1.19,0.09,0.08,0.02,0.03,0.47,1.79,1.97,2.21,2.73,0.43999999999999995,1.16,1.0999999999999999,1.7,0.72,0.78,1.58,82.20328521728516,33.449066162109375,375.0702819824219
2021-02-14,1.2,0.11,0.08,0.03,0.04,0.5,1.83,2.01,2.19,2.73,0.46,1.16,1.0899999999999999,1.72,0.7,0.8099999999999998,1.57,82.08985137939453,33.61336135864258,379.839599609375
2021-02-21,1.34,0.11,0.07,0.03,0.04,0.59,1.98,2.14,2.21,2.81,0.5499999999999999,1.3,1.23,1.8699999999999999,0.7500000000000001,0.8,1.52,81.54159545898438,31.641796112060547,377.3146667480469
2021-02-28,1.44,0.14,0.07,0.04,0.04,0.75,2.08,2.17,2.34,2.97,0.71,1.4,1.2999999999999998,1.94,0.69,0.73,1.4300000000000002,81.23908233642578,30.085796356201172,367.9598693847656
2021-03-07,1.56,0.14,0.07,0.04,0.04,0.79,2.18,2.28,2.34,3.02,0.75,1.52,1.42,2.04,0.77,0.7199999999999998,1.48,80.56595611572266,30.7139949798584,371.1233215332031
2021-03-14,1.64,0.14,0.07,0.03,0.04,0.85,2.31,2.4,2.38,3.05,0.8099999999999999,1.5999999999999999,1.5,2.17,0.7899999999999999,0.76,1.5099999999999998,80.13995361328125,31.97039031982422,381.2132873535156
2021-03-21,1.74,0.16,0.07,0.01,0.01,0.9,2.36,2.45,2.4,3.09,0.89,1.73,1.58,2.1999999999999997,0.84,0.7100000000000002,1.38,79.93167114257812,32.75321960449219,378.01666259765625
2021-03-28,1.67,0.14,0.07,0.02,0.02,0.85,2.27,2.37,2.45,3.17,0.83,1.65,1.5299999999999998,2.13,0.82,0.7000000000000002,1.54,80.26299285888672,31.67078399658203,384.32537841796875
2021-04-04,1.72,0.19,0.07,0.02,0.02,0.97,2.27,2.35,2.45,3.18,0.95,1.7,1.53,2.08,0.75,0.6300000000000001,1.4900000000000002,80.46430969238281,32.47294235229492,388.8190612792969
2021-04-11,1.67,0.16,0.07,0.02,0.02,0.87,2.23,2.34,2.42,3.13,0.85,1.65,1.51,2.07,0.7999999999999999,0.6699999999999999,1.49,80.60664367675781,33.565040588378906,399.3788146972656
