,10-Year Treasury Yield,2-Year Treasury Yield,Federal Funds Effective Rate,1-Month Treasury Yield,3-Month Treasury Yield,5-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate,3m5y,3m10y,2y10y,2y20y,5y10y,10y30y,10yTrea30yFRM,Corporate_Bonds,Gold,SP500
2021-04-18,1.59,0.16,0.07,0.02,0.02,0.84,2.15,2.26,2.35,3.04,0.82,1.57,1.4300000000000002,1.99,0.7500000000000001,0.6699999999999997,1.48,80.86280822753906,34.821434020996094,404.9790344238281
2021-04-25,1.58,0.16,0.07,0.01,0.03,0.83,2.14,2.25,2.29,2.97,0.7999999999999999,1.55,1.4200000000000002,1.9800000000000002,0.7500000000000001,0.6699999999999999,1.4000000000000001,81.0810546875,34.85042953491211,404.47430419921875
2021-05-02,1.65,0.16,0.05,0.01,0.01,0.86,2.19,2.3,2.31,2.98,0.85,1.64,1.49,2.03,0.7899999999999999,0.6499999999999999,1.33,80.90078735351562,33.20745086669922,405.0178527832031
2021-05-09,1.6,0.14,0.06,0.01,0.02,0.77,2.17,2.28,2.3,2.96,0.75,1.58,1.46,2.03,0.8300000000000001,0.6799999999999997,1.38,81.12030792236328,36.1648063659668,409.69598388671875
2021-05-16,1.63,0.16,0.06,0.01,0.01,0.82,2.25,2.35,2.26,2.94,0.8099999999999999,1.6199999999999999,1.47,2.09,0.8099999999999999,0.7200000000000002,1.28,80.83519744873047,36.57072067260742,404.3190002441406
2021-05-23,1.63,0.17,0.06,0.0,0.01,0.84,2.24,2.33,2.29,3.0,0.83,1.6199999999999999,1.46,2.0700000000000003,0.7899999999999999,0.7000000000000002,1.37,80.87323760986328,37.97208786010742,402.7273254394531
2021-05-30,1.58,0.14,0.05,0.01,0.01,0.79,2.18,2.26,2.27,2.95,0.78,1.57,1.44,2.04,0.79,0.6799999999999997,1.34,81.02526092529297,38.097721099853516,407.6772155761719
2021-06-06,1.56,0.14,0.06,0.01,0.02,0.78,2.16,2.24,2.27,2.99,0.76,1.54,1.42,2.02,0.78,0.6800000000000002,1.3600000000000003,81.27655792236328,37.382545471191406,410.161865234375
2021-06-13,1.47,0.16,0.06,0.01,0.03,0.76,2.08,2.15,2.23,2.96,0.73,1.44,1.31,1.9200000000000002,0.71,0.6799999999999999,1.51,81.68583679199219,36.9959602355957,411.8215026855469
2021-06-20,1.45,0.26,0.1,0.05,0.05,0.89,1.97,2.01,2.24,2.93,0.84,1.4,1.19,1.71,0.5599999999999999,0.5599999999999998,1.4100000000000001,81.7810287475586,32.98516845703125,404.0254211425781
2021-06-27,1.54,0.28,0.1,0.05,0.06,0.92,2.09,2.16,2.34,3.02,0.8600000000000001,1.48,1.26,1.8099999999999998,0.62,0.6200000000000001,1.53,81.43836212158203,33.20745086669922,415.408447265625
2021-07-04,1.44,0.24,0.1,0.05,0.05,0.86,1.98,2.05,2.26,2.98,0.8099999999999999,1.39,1.2,1.74,0.58,0.6099999999999999,1.5,81.88785552978516,33.265438079833984,422.331787109375
2021-07-11,1.37,0.23,0.1,0.06,0.06,0.79,1.91,1.99,2.2,2.9,0.73,1.31,1.1400000000000001,1.68,0.5800000000000001,0.6199999999999999,1.5999999999999999,82.17383575439453,33.21711349487305,424.08447265625
2021-07-18,1.31,0.25,0.1,0.05,0.05,0.79,1.86,1.93,2.22,2.88,0.74,1.26,1.06,1.61,0.52,0.6199999999999999,1.5699999999999998,82.28822326660156,32.78221130371094,420.0142822265625
2021-07-25,1.3,0.22,0.1,0.05,0.05,0.72,1.85,1.92,2.12,2.78,0.6699999999999999,1.25,1.08,1.6300000000000001,0.5800000000000001,0.6199999999999999,1.5099999999999998,82.4884033203125,32.03804397583008,428.388427734375
2021-08-01,1.24,0.19,0.07,0.05,0.06,0.69,1.81,1.89,2.1,2.8,0.6299999999999999,1.18,1.05,1.62,0.55,0.6499999999999999,1.5199999999999998,82.70768737792969,33.74866485595703,426.9960021972656
2021-08-08,1.31,0.21,0.1,0.04,0.06,0.77,1.85,1.94,2.1,2.77,0.71,1.25,1.1,1.6400000000000001,0.54,0.6299999999999999,1.54,82.34102630615234,32.125022888183594,430.8714599609375
2021-08-15,1.29,0.23,0.1,0.04,0.06,0.79,1.85,1.94,2.15,2.87,0.73,1.23,1.06,1.62,0.5,0.6499999999999999,1.51,82.45561981201172,31.71910858154297,434.2114562988281
2021-08-22,1.26,0.23,0.09,0.04,0.05,0.8,1.79,1.87,2.16,2.86,0.75,1.21,1.03,1.56,0.45999999999999996,0.6100000000000001,1.6199999999999999,82.58927154541016,29.815189361572266,431.7185974121094
2021-08-29,1.31,0.22,0.08,0.04,0.05,0.79,1.84,1.91,2.17,2.87,0.74,1.26,1.09,1.62,0.52,0.5999999999999999,1.53,82.56063079833984,31.51615333557129,438.4277038574219
2021-09-05,1.33,0.21,0.08,0.04,0.05,0.78,1.87,1.94,2.18,2.87,0.73,1.28,1.12,1.6600000000000001,0.55,0.6099999999999999,1.58,82.50804901123047,32.16367721557617,441.1834411621094
2021-09-12,1.35,0.23,0.08,0.06,0.05,0.82,1.86,1.94,2.19,2.88,0.7699999999999999,1.3,1.12,1.6300000000000001,0.5300000000000001,0.5899999999999999,1.5799999999999998,82.49848175048828,30.44338607788086,433.7440185546875
2021-09-19,1.37,0.23,0.08,0.06,0.04,0.88,1.85,1.91,2.12,2.86,0.84,1.33,1.1400000000000001,1.62,0.4900000000000001,0.5399999999999998,1.5199999999999998,82.48892974853516,29.55424690246582,431.18707275390625
2021-09-26,1.47,0.29,0.08,0.06,0.03,0.97,1.94,1.99,2.15,2.88,0.94,1.44,1.18,1.65,0.5,0.52,1.47,82.17335510253906,28.68443489074707,433.6390380859375
2021-10-03,1.48,0.27,0.08,0.08,0.04,0.93,1.99,2.04,2.28,3.01,0.89,1.44,1.21,1.72,0.5499999999999999,0.56,1.4899999999999998,81.99208068847656,28.346176147460938,424.1927185058594
2021-10-10,1.61,0.32,0.08,0.02,0.05,1.05,2.11,2.16,2.23,2.99,1.0,1.56,1.29,1.7899999999999998,0.56,0.55,1.4100000000000001,81.34081268310547,29.64122772216797,427.72894287109375
2021-10-17,1.59,0.41,0.08,0.04,0.05,1.13,2.02,2.05,2.3,3.05,1.0799999999999998,1.54,1.1800000000000002,1.61,0.4600000000000002,0.45999999999999974,1.5299999999999998,81.67603302001953,31.42917251586914,435.5536804199219
2021-10-24,1.66,0.48,0.08,0.05,0.06,1.22,2.06,2.08,2.33,3.09,1.16,1.5999999999999999,1.18,1.58,0.43999999999999995,0.42000000000000015,1.41,81.3599624633789,31.883407592773438,442.63592529296875
2021-10-31,1.55,0.48,0.07,0.06,0.05,1.18,1.98,1.93,2.37,3.14,1.13,1.5,1.07,1.5,0.3700000000000001,0.3799999999999999,1.57,81.77180480957031,30.64634132385254,448.62408447265625
2021-11-07,1.45,0.39,0.08,0.05,0.05,1.04,1.88,1.87,2.35,3.09,0.99,1.4,1.06,1.4899999999999998,0.4099999999999999,0.42000000000000015,1.5599999999999998,82.34160614013672,31.651458740234375,457.6893615722656
2021-11-14,1.58,0.53,0.08,0.05,0.05,1.24,1.99,1.95,2.27,2.98,1.19,1.53,1.05,1.46,0.3400000000000001,0.3699999999999999,1.42,81.70848083496094,33.60369873046875,456.45849609375
2021-11-21,1.54,0.52,0.08,0.11,0.05,1.22,1.95,1.91,2.39,3.1,1.17,1.49,1.02,1.43,0.32000000000000006,0.3699999999999999,1.51,81.75645446777344,32.54059600830078,458.0410461425781
2021-11-28,1.48,0.5,0.08,0.11,0.06,1.16,1.89,1.83,2.42,3.1,1.0999999999999999,1.42,0.98,1.39,0.32000000000000006,0.3500000000000001,1.4600000000000002,81.79481506347656,31.04258918762207,448.35052490234375
2021-12-05,1.35,0.6,0.08,0.04,0.06,1.13,1.77,1.69,2.39,3.11,1.0699999999999998,1.29,0.7500000000000001,1.17,0.2200000000000002,0.33999999999999986,1.67,82.3182144165039,29.66055679321289,442.928955078125
2021-12-12,1.48,0.67,0.08,0.03,0.06,1.25,1.91,1.88,2.38,3.1,1.19,1.42,0.8099999999999999,1.2399999999999998,0.22999999999999998,0.3999999999999999,1.61,81.7321548461914,29.46726417541504,459.84820556640625
2021-12-19,1.41,0.66,0.08,0.03,0.05,1.18,1.87,1.82,2.34,3.12,1.13,1.3599999999999999,0.7499999999999999,1.21,0.22999999999999998,0.41000000000000014,1.6800000000000002,82.0203628540039,30.085796356201172,450.8079528808594
2021-12-26,1.5,0.71,0.08,0.04,0.07,1.25,1.94,1.91,2.3,3.05,1.18,1.43,0.79,1.23,0.25,0.4099999999999999,1.5499999999999998,81.76153564453125,30.779062271118164,461.3265380859375
2022-01-02,1.52,0.73,0.07,0.06,0.06,1.26,1.94,1.9,2.33,3.11,1.2,1.46,0.79,1.21,0.26,0.3799999999999999,1.5899999999999999,81.68444061279297,31.496912002563477,465.6006164550781
2022-01-09,1.76,0.87,0.08,0.05,0.1,1.5,2.15,2.11,2.43,3.22,1.4,1.66,0.89,1.2799999999999998,0.26,0.34999999999999987,1.4900000000000002,80.5374755859375,29.510534286499023,456.9053955078125
2022-01-16,1.78,0.99,0.08,0.05,0.13,1.55,2.18,2.12,2.62,3.45,1.42,1.65,0.79,1.1900000000000002,0.22999999999999998,0.3400000000000001,1.7500000000000002,80.29650115966797,30.45455551147461,455.5624084472656
2022-01-23,1.75,1.01,0.08,0.05,0.17,1.54,2.13,2.07,2.79,3.56,1.37,1.58,0.74,1.1199999999999999,0.20999999999999996,0.31999999999999984,1.73,80.37361145019531,31.12323760986328,429.3493347167969
2022-01-30,1.78,1.15,0.08,0.04,0.19,1.61,2.14,2.07,2.8,3.55,1.4200000000000002,1.59,0.6300000000000001,0.9900000000000002,0.16999999999999993,0.2899999999999998,1.7399999999999998,80.05555725097656,28.812349319458008,433.2410888671875
2022-02-06,1.93,1.31,0.08,0.05,0.23,1.78,2.29,2.23,2.77,3.55,1.55,1.7,0.6199999999999999,0.98,0.1499999999999999,0.30000000000000004,1.7299999999999998,79.2514419555664,29.894041061401367,439.8581237792969
2022-02-13,1.92,1.5,0.08,0.03,0.36,1.84,2.3,2.24,2.93,3.69,1.48,1.56,0.41999999999999993,0.7999999999999998,0.07999999999999985,0.3200000000000003,1.6600000000000001,78.90392303466797,31.890256881713867,431.78045654296875
2022-02-20,1.92,1.47,0.08,0.03,0.35,1.82,2.3,2.24,3.15,3.92,1.4700000000000002,1.5699999999999998,0.44999999999999996,0.8299999999999998,0.09999999999999987,0.3200000000000003,1.95,78.71083068847656,33.925804138183594,425.6732177734375
2022-02-27,1.97,1.55,0.08,0.03,0.33,1.86,2.37,2.29,3.14,3.89,1.53,1.64,0.41999999999999993,0.8200000000000001,0.10999999999999988,0.32000000000000006,1.9300000000000002,78.5080795288086,33.81763458251953,429.1238708496094
2022-03-06,1.74,1.5,0.08,0.15,0.34,1.65,2.23,2.16,3.01,3.76,1.3099999999999998,1.4,0.24,0.73,0.09000000000000008,0.42000000000000015,1.8999999999999997,79.154052734375,36.77754211425781,423.6538391113281
2022-03-13,2.0,1.75,0.08,0.17,0.4,1.96,2.45,2.36,3.09,3.85,1.56,1.6,0.25,0.7000000000000002,0.040000000000000036,0.3599999999999999,1.87,77.71331787109375,37.65272903442383,411.7922668457031
2022-03-20,2.14,1.97,0.33,0.19,0.42,2.14,2.53,2.42,3.39,4.16,1.7200000000000002,1.7200000000000002,0.17000000000000015,0.5599999999999998,0.0,0.2799999999999998,1.96,77.52960205078125,36.60053634643555,437.1141662597656
2022-03-27,2.48,2.3,0.33,0.17,0.55,2.55,2.74,2.6,3.63,4.42,1.9999999999999998,1.93,0.18000000000000016,0.4400000000000004,-0.06999999999999984,0.1200000000000001,2.08,76.11784362792969,38.07556915283203,445.1481018066406
2022-04-03,2.39,2.44,0.33,0.15,0.53,2.55,2.6,2.44,3.83,4.67,2.0199999999999996,1.86,-0.04999999999999982,0.16000000000000014,-0.1599999999999997,0.04999999999999982,2.35,76.74401092529297,38.83275604248047,445.3742370605469
2022-04-10,2.72,2.53,0.33,0.2,0.7,2.76,2.94,2.76,3.91,4.72,2.0599999999999996,2.0200000000000005,0.1900000000000004,0.41000000000000014,-0.03999999999999959,0.03999999999999959,2.0599999999999996,75.23182678222656,39.00975799560547,440.1134033203125
2022-04-17,2.83,2.47,0.33,0.37,0.79,2.79,3.09,2.92,4.17,5.0,2.0,2.04,0.3599999999999999,0.6199999999999997,0.040000000000000036,0.08999999999999986,2.17,74.69866943359375,40.179954528808594,430.496337890625
2022-04-24,2.9,2.72,0.33,0.46,0.83,2.94,3.14,2.95,4.38,5.11,2.11,2.07,0.17999999999999972,0.41999999999999993,-0.040000000000000036,0.050000000000000266,2.2100000000000004,73.96194458007812,36.3251953125,418.94207763671875
2022-05-01,2.89,2.7,0.33,0.37,0.85,2.92,3.14,2.96,4.4,5.1,2.07,2.04,0.18999999999999995,0.43999999999999995,-0.029999999999999805,0.06999999999999984,2.2499999999999996,73.85533142089844,34.407649993896484,405.135986328125
2022-05-08,3.12,2.72,0.83,0.48,0.85,3.06,3.43,3.23,4.52,5.27,2.21,2.27,0.3999999999999999,0.71,0.06000000000000005,0.10999999999999988,2.2199999999999998,73.07937622070312,33.67013168334961,404.4869689941406
2022-05-15,2.93,2.61,0.83,0.67,1.03,2.89,3.32,3.1,4.48,5.3,1.86,1.9000000000000001,0.3200000000000003,0.71,0.040000000000000036,0.16999999999999993,2.46,73.74946594238281,30.366052627563477,395.0272521972656
2022-05-22,2.78,2.6,0.83,0.63,1.03,2.8,3.17,2.99,4.43,5.25,1.7699999999999998,1.7499999999999998,0.17999999999999972,0.5699999999999998,-0.020000000000000018,0.2100000000000004,2.41,74.11852264404297,31.52641487121582,383.138671875
2022-05-29,2.74,2.47,0.83,0.69,1.08,2.71,3.16,2.97,4.31,5.1,1.63,1.6600000000000001,0.27,0.69,0.03000000000000025,0.22999999999999998,2.3499999999999996,74.89543914794922,31.968923568725586,408.3417053222656
2022-06-05,2.96,2.66,0.83,0.87,1.21,2.95,3.33,3.11,4.32,5.09,1.7400000000000002,1.75,0.2999999999999998,0.6699999999999999,0.009999999999999787,0.1499999999999999,2.17,74.096435546875,32.01809310913086,403.7003173828125
2022-06-12,3.15,3.06,0.83,1.1,1.39,3.25,3.45,3.2,4.38,5.23,1.86,1.76,0.08999999999999986,0.3900000000000001,-0.10000000000000009,0.050000000000000266,2.1900000000000004,72.88988494873047,32.02792739868164,383.30584716796875
2022-06-19,3.25,3.17,1.58,1.15,1.63,3.34,3.55,3.3,4.81,5.78,1.71,1.62,0.08000000000000007,0.3799999999999999,-0.08999999999999986,0.04999999999999982,2.5000000000000004,72.33524322509766,29.88420867919922,361.3187561035156
2022-06-26,3.13,3.04,1.58,1.19,1.73,3.18,3.51,3.26,4.92,5.81,1.4500000000000002,1.4,0.08999999999999986,0.46999999999999975,-0.050000000000000266,0.1299999999999999,2.7199999999999998,72.8120346069336,29.166358947753906,385.2381286621094
2022-07-03,2.88,2.84,1.58,1.27,1.73,2.88,3.35,3.11,4.83,5.7,1.15,1.15,0.040000000000000036,0.5100000000000002,0.0,0.22999999999999998,2.72,73.8144302368164,27.691322326660156,376.50787353515625
2022-07-10,3.09,3.12,1.58,1.57,1.98,3.13,3.53,3.27,4.45,5.3,1.15,1.1099999999999999,-0.03000000000000025,0.4099999999999997,-0.040000000000000036,0.18000000000000016,2.29,73.04421997070312,26.609630584716797,383.84564208984375
2022-07-17,2.93,3.13,1.58,1.98,2.37,3.05,3.34,3.1,4.67,5.51,0.6799999999999997,0.56,-0.19999999999999973,0.20999999999999996,-0.11999999999999966,0.16999999999999993,2.55,73.70718383789062,25.16409683227539,380.3495788574219
2022-07-24,2.77,2.98,1.58,2.15,2.49,2.87,3.23,3.0,4.75,5.54,0.3799999999999999,0.2799999999999998,-0.20999999999999996,0.25,-0.10000000000000009,0.22999999999999998,2.63,74.5651626586914,24.987092971801758,390.1859436035156
2022-07-31,2.67,2.89,2.32,2.22,2.41,2.7,3.2,3.0,4.58,5.3,0.29000000000000004,0.2599999999999998,-0.2200000000000002,0.31000000000000005,-0.03000000000000025,0.33000000000000007,2.6199999999999997,74.97465515136719,25.832778930664062,406.87615966796875
2022-08-07,2.83,3.24,2.33,2.21,2.58,2.97,3.27,3.06,4.26,4.99,0.3900000000000001,0.25,-0.41000000000000014,0.029999999999999805,-0.14000000000000012,0.22999999999999998,2.31,74.24490356445312,25.842613220214844,408.33782958984375
2022-08-14,2.84,3.25,2.33,2.23,2.63,2.97,3.34,3.12,4.59,5.22,0.3400000000000003,0.20999999999999996,-0.41000000000000014,0.08999999999999986,-0.13000000000000034,0.28000000000000025,2.3499999999999996,74.53797912597656,26.7669677734375,421.79864501953125
2022-08-21,2.98,3.25,2.33,2.23,2.74,3.11,3.44,3.22,4.55,5.13,0.36999999999999966,0.23999999999999977,-0.27,0.18999999999999995,-0.1299999999999999,0.2400000000000002,2.25,73.74667358398438,24.829755783081055,416.9002380371094
2022-08-28,3.04,3.37,2.33,2.39,2.89,3.2,3.44,3.21,4.85,5.55,0.31000000000000005,0.1499999999999999,-0.33000000000000007,0.06999999999999984,-0.16000000000000014,0.16999999999999993,2.52,73.45361328125,24.485580444335938,400.2790832519531
2022-09-04,3.2,3.4,2.33,2.49,2.94,3.3,3.61,3.35,4.98,5.66,0.3599999999999999,0.26000000000000023,-0.19999999999999973,0.20999999999999996,-0.09999999999999964,0.1499999999999999,2.4000000000000004,72.667724609375,23.39405632019043,387.371337890625
2022-09-11,3.33,3.56,2.33,2.57,3.08,3.45,3.71,3.47,5.16,5.89,0.3700000000000001,0.25,-0.22999999999999998,0.1499999999999999,-0.1200000000000001,0.14000000000000012,2.5999999999999996,72.2761459350586,24.682252883911133,401.5531005859375
2022-09-18,3.45,3.85,2.33,2.68,3.2,3.62,3.79,3.52,5.21,6.02,0.41999999999999993,0.25,-0.3999999999999999,-0.06000000000000005,-0.16999999999999993,0.06999999999999984,2.5699999999999994,71.62025451660156,23.60055923461914,382.3384094238281
2022-09-25,3.69,4.2,3.08,2.67,3.24,3.96,3.87,3.61,5.44,6.29,0.7199999999999998,0.44999999999999973,-0.5100000000000002,-0.33000000000000007,-0.27,-0.08000000000000007,2.59,70.48467254638672,22.066524505615234,364.87554931640625
2022-10-02,3.83,4.22,3.08,2.79,3.33,4.06,4.08,3.79,5.96,6.7,0.7299999999999995,0.5,-0.3899999999999997,-0.13999999999999968,-0.22999999999999954,-0.040000000000000036,2.59,69.82877349853516,23.718563079833984,354.1955261230469
2022-10-09,3.89,4.3,3.08,3.03,3.45,4.14,4.13,3.86,5.9,6.66,0.6899999999999995,0.43999999999999995,-0.4099999999999997,-0.16999999999999993,-0.24999999999999956,-0.03000000000000025,2.83,69.5893783569336,23.984067916870117,359.7586669921875
2022-10-16,4.0,4.48,3.08,3.3,3.81,4.25,4.26,3.99,6.09,6.92,0.43999999999999995,0.18999999999999995,-0.4800000000000004,-0.22000000000000064,-0.25,-0.009999999999999787,2.83,68.79468536376953,22.341861724853516,354.64178466796875
2022-10-23,4.21,4.49,3.08,3.55,4.09,4.34,4.54,4.33,6.23,6.94,0.25,0.1200000000000001,-0.28000000000000025,0.04999999999999982,-0.1299999999999999,0.1200000000000001,2.7,68.18640899658203,23.934900283813477,371.16259765625
2022-10-30,4.02,4.41,3.08,3.75,4.18,4.19,4.38,4.15,6.36,7.08,0.010000000000000675,-0.16000000000000014,-0.39000000000000057,-0.03000000000000025,-0.17000000000000082,0.13000000000000078,2.7,69.23619079589844,24.308576583862305,385.76947021484375
2022-11-06,4.17,4.66,3.83,3.73,4.21,4.33,4.49,4.27,6.29,6.95,0.1200000000000001,-0.040000000000000036,-0.4900000000000002,-0.16999999999999993,-0.16000000000000014,0.09999999999999964,2.8100000000000005,68.73811340332031,24.53474998474121,373.2053527832031
2022-11-13,3.82,4.34,3.83,3.71,4.28,3.95,4.24,4.03,6.38,7.08,-0.33000000000000007,-0.4600000000000004,-0.52,-0.09999999999999964,-0.13000000000000034,0.2100000000000004,2.8100000000000005,70.30168151855469,27.82899284362793,395.1802062988281
2022-11-20,3.82,4.51,3.83,3.93,4.34,3.99,4.13,3.92,5.98,6.61,-0.34999999999999964,-0.52,-0.69,-0.3799999999999999,-0.17000000000000037,0.10000000000000009,2.8400000000000003,70.55735778808594,26.914472579956055,392.7209167480469
2022-11-27,3.68,4.42,3.83,4.16,4.41,3.85,3.97,3.74,5.9,6.58,-0.56,-0.73,-0.7399999999999998,-0.44999999999999973,-0.16999999999999993,0.06000000000000005,2.87,71.35388946533203,27.966663360595703,398.96826171875
2022-12-04,3.51,4.28,3.83,3.91,4.34,3.67,3.79,3.56,5.76,6.49,-0.6699999999999999,-0.8300000000000001,-0.7700000000000005,-0.4900000000000002,-0.16000000000000014,0.050000000000000266,2.87,72.44254302978516,29.42203140258789,403.510009765625
2022-12-11,3.57,4.33,3.83,3.81,4.31,3.75,3.82,3.56,5.67,6.33,-0.5599999999999996,-0.7399999999999998,-0.7600000000000002,-0.5100000000000002,-0.18000000000000016,-0.009999999999999787,2.85,72.10743713378906,28.586177825927734,389.993896484375
2022-12-18,3.48,4.17,4.33,3.94,4.31,3.61,3.73,3.53,5.54,6.31,-0.6999999999999997,-0.8299999999999996,-0.69,-0.43999999999999995,-0.1299999999999999,0.04999999999999982,2.8699999999999997,72.62982177734375,28.124000549316406,381.81280517578125
2022-12-25,3.75,4.31,4.33,3.8,4.34,3.86,3.99,3.82,5.69,6.27,-0.48,-0.5899999999999999,-0.5599999999999996,-0.3199999999999994,-0.10999999999999988,0.06999999999999984,2.5999999999999996,71.65550231933594,28.8700008392334,381.4541931152344
2023-01-01,3.88,4.41,4.33,4.12,4.42,3.99,4.14,3.97,5.68,6.42,-0.4299999999999997,-0.54,-0.5300000000000002,-0.27000000000000046,-0.11000000000000032,0.0900000000000003,2.59,70.97380828857422,28.65999984741211,380.9759826660156
2023-01-08,3.55,4.24,4.33,4.32,4.67,3.69,3.84,3.67,5.73,6.48,-0.98,-1.12,-0.6900000000000004,-0.40000000000000036,-0.14000000000000012,0.1200000000000001,2.7700000000000005,72.46561431884766,31.559999465942383,386.6044921875
2023-01-15,3.49,4.22,4.33,4.58,4.67,3.6,3.79,3.61,5.52,6.33,-1.0699999999999998,-1.1799999999999997,-0.7299999999999995,-0.4299999999999997,-0.10999999999999988,0.11999999999999966,2.7700000000000005,73.07814025878906,32.650001525878906,396.9848937988281
2023-01-22,3.48,4.14,4.33,4.69,4.72,3.56,3.77,3.66,5.28,6.15,-1.1599999999999997,-1.2399999999999998,-0.6599999999999997,-0.36999999999999966,-0.08000000000000007,0.18000000000000016,2.7600000000000002,73.17693328857422,32.41999816894531,394.3748779296875
2023-01-29,3.52,4.19,4.33,4.61,4.73,3.62,3.77,3.64,5.17,6.13,-1.1100000000000003,-1.2100000000000004,-0.6700000000000004,-0.4200000000000004,-0.10000000000000009,0.1200000000000001,2.6399999999999997,73.19668579101562,32.310001373291016,404.1376037597656
2023-02-05,3.53,4.3,4.58,4.61,4.7,3.67,3.77,3.63,5.14,6.09,-1.0300000000000002,-1.1700000000000004,-0.77,-0.5299999999999998,-0.14000000000000012,0.10000000000000009,2.69,73.19242858886719,30.31999969482422,410.7822570800781
2023-02-12,3.74,4.5,4.58,4.66,4.79,3.93,3.96,3.83,5.25,6.12,-0.8599999999999999,-1.0499999999999998,-0.7599999999999998,-0.54,-0.18999999999999995,0.08999999999999986,2.45,72.16252136230469,29.6200008392334,406.4886474609375
2023-02-19,3.82,4.6,4.58,4.64,4.84,4.03,4.01,3.88,5.51,6.32,-0.8099999999999996,-1.02,-0.7799999999999998,-0.5899999999999999,-0.2100000000000004,0.06000000000000005,2.4600000000000004,71.83572387695312,28.40999984741211,405.71160888671875
2023-02-26,3.95,4.78,4.58,4.68,4.86,4.19,4.11,3.93,5.76,6.5,-0.6699999999999999,-0.9100000000000001,-0.8300000000000001,-0.6699999999999999,-0.2400000000000002,-0.020000000000000018,2.62,71.23165130615234,26.989999771118164,394.8729553222656
2023-03-05,3.97,4.86,4.57,4.75,4.91,4.26,4.12,3.9,5.89,6.65,-0.6500000000000004,-0.94,-0.8900000000000001,-0.7400000000000002,-0.2899999999999996,-0.07000000000000028,2.5700000000000003,71.344482421875,28.6299991607666,402.65325927734375
